,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
Meta-Llama-3-8B-Instruct__ACSEmployment__-1,0.74005518971852,0.14829484508118906,0.8119187330677602,0.7300509959436952,0.13028880699317114,0.8239067291156834,0.18670606604660855,0.07140970262125518,0.06956640526158091,0.515716879972328,0.18704533734596424,0.37739539321248466,0.5157168799723278,0.285814081133676,0.16250261490012494,0.25513926598598563,0.18704533734596424,0.5596368703739092,meta-llama--Meta-Llama-3-8B-Instruct,176871,146740,323611,0.3711338613335146,0.40847996901214434,0.26078316063620977,0.7606887421629768,0.2538576406172226,0.6846011131725417,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-8B-Instruct_bench-3146969108/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7896631547516436,0.5,0.837497385099875,0.2551392659859856,0.7289493360728865,0.6226046067875153,0.515716879972328,0.3501652622403022,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1258906276,Meta-Llama-3-8B-Instruct,,False,42,1212564561,ACSEmployment,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.4072039072039072,0.7391219705139813,0.4377049180327869,0.7439734743256564,0.21958858769712514,0.41456839828946457
Mistral-7B-Instruct-v0.2__ACSPublicCoverage__-1,0.7015523284927391,0.24519280040994107,0.6799158806609138,0.5000106535321974,0.0010671529319327133,0.9978693867068333,0.2983340202233082,0.2983369783014952,0.29829505989847815,0.0017331022530329288,0.0,0.9999411262547467,0.0017331022530329143,0.9982668977469671,3.756668085852388e-05,0.00040120361083249747,0.0,3.4248928975314104,mistralai--Mistral-7B-Instruct-v0.2,79858,33971,113829,4.392553742895044e-05,0.0007633587786259542,0.0,0.4,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSPublicCoverage/mistralai--Mistral-7B-Instruct-v0.2_bench-2280553757/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.612959661394029,0.5,0.9999624333191415,0.0004012036108325123,0.9995987963891675,5.887374525330429e-05,0.0017331022530329288,0.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,230110258,Mistral-7B-Instruct-v0.2,,False,42,1163226111,ACSPublicCoverage,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,1.0127326782318676e-05,0.6780521659682506,1.1471867374771688e-05,0.693144980628838,0.006395286953104515,0.0001438265012969475
gemma-2-27b-it__ACSIncome__-1,0.5677981375788526,0.1064383611188865,0.825443964963502,0.6319300529474423,0.0472367046729113,0.9272703214306081,0.34706057180242406,0.3375890676693526,0.3364833956567536,0.20218241788223368,0.3155974272284984,0.1253735730733428,0.20218241788223373,0.3155974272284984,0.6107663210317724,0.16448719366485837,0.741876560047715,1.2719272013355762,google--gemma-2-27b-it,105217,61233,166450,0.7078341844397718,0.24011885789075305,0.6816670645253291,0.4545616581366333,0.2931010812715352,0.4551698103401419,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-27b-it_task-ACSIncome/google--gemma-2-27b-it_bench-4235831109/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.7126941119538053,0.5,0.3892336789682276,0.16448719366485848,0.6880250169646134,0.8746264269266572,0.20218241788223368,0.7770295955114437,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1846512606,gemma-2-27b-it,,False,42,2612382143,ACSIncome,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.9553269166943246,0.6734935416040854,0.8597151743329514,0.6469149894863322,0.3571678156296765,0.6840031322283573
Mixtral-8x7B-v0.1__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.3718752668623376,0.40611147510701795,0.4061114751070403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.955128922443947,mistralai--Mixtral-8x7B-v0.1,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x7B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x7B-v0.1_bench-2031648921/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5746762705754378,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,946418726,Mixtral-8x7B-v0.1,,False,42,1163226111,ACSPublicCoverage,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.6791666666666667,0.3756248407699268,0.7059219380888291,0.6470495216508974,0.026051837769772917,0.70455036150681
Yi-34B-Chat__ACSPublicCoverage__-1,0.7363237839214963,0.19910485523955934,0.7420993462100093,0.5807627032065104,0.0825685743280633,0.865059358526708,0.19041545741317906,0.062078495813782206,0.06207849581378122,0.19554655870445342,0.18806419257773319,0.8051279032115628,0.19554655870445348,0.7888986013986014,0.03334669037541636,0.06495486459378134,0.18806419257773319,0.5711448834591494,01-ai--Yi-34B-Chat,79858,33971,113829,0.08155215279058939,0.11532067900832477,0.19953881629515757,0.7131315307551438,0.22459893048128343,0.7272727272727273,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B-Chat_task-ACSPublicCoverage/01-ai--Yi-34B-Chat_bench-4181856223/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6736009392002704,0.5,0.9666533096245836,0.0649548645937813,0.9340529531568229,0.1948720967884372,0.19554655870445342,0.27368421052631575,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,863082198,Yi-34B-Chat,,False,42,1163226111,ACSPublicCoverage,Yi-34B,Yi 34B (chat),True,-1,True,0.2450734029890226,0.6793172214462044,0.2689227589770085,0.7027910286482355,0.13438278145236635,0.236360390585993
Yi-34B__ACSMobility__-1,0.7329371597899959,0.16337999782955825,0.8122868110043373,0.5101688748621656,0.05755828290648013,0.8976741637218131,0.19786353321484426,0.07095598538448475,0.07095373968293173,0.12267288825077771,0.0,0.01614528566421311,0.06153846153846154,0.0,0.9635169646114556,0.12267288825077771,0.8748000439598012,0.5844976963027655,01-ai--Yi-34B,16446,45648,62094,0.9784681289657616,0.06846335329651809,0.9306396793460846,0.7391905459453232,0.15493359174599564,0.8214895573361355,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B_task-ACSMobility/01-ai--Yi-34B_bench-2863467343/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5685038735145652,0.5,0.036483035388544326,0.12267288825077768,0.14128978224455613,0.9838547143357869,0.06153846153846154,0.9384615384615385,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,2600125777,Yi-34B,,False,42,2387644647,ACSMobility,Yi-34B,Yi 34B,False,-1,True,0.6225011622501162,0.6298998292910748,0.6223975454744686,0.6575514542467872,0.08306725049729033,0.6641897524419127
Meta-Llama-3-8B-Instruct__ACSPublicCoverage__-1,0.7150901791283416,0.22493754803996924,0.7025373551534865,0.5798886382370243,0.09230465186986914,0.848280859570215,0.2152398168758139,0.11114781245848686,0.11623500862576697,0.28824436154897826,0.15596423463691034,0.7554973359630273,0.28824436154897826,0.6744937373295342,0.08472538756292419,0.2605445004930398,0.15596423463691034,0.6476848784290126,meta-llama--Meta-Llama-3-8B-Instruct,79858,33971,113829,0.1324091400258282,0.2834675723926474,0.1833516231555687,0.551088110403397,0.36878216123499147,0.49292452830188677,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-8B-Instruct_bench-97090620/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5953769688643693,0.5,0.9152746124370759,0.2605445004930398,0.7262772739814956,0.2445026640369727,0.28824436154897826,0.284252681040491,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,2040356676,Meta-Llama-3-8B-Instruct,,False,42,1163226111,ACSPublicCoverage,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.4378780828292229,0.7076491930878774,0.4072672218016654,0.6913176782717937,0.19400777848338183,0.2679174540876779
Meta-Llama-3-8B__ACSIncome__-1,0.37613097026133974,0.2671319455183423,0.40334795325666156,0.5064952286470403,0.01254491859293927,0.9755242552645373,0.25833106367284914,0.25057135003812236,0.25811469768919837,0.02536135497029357,0.0,0.00016331063315532475,0.0008818342151675485,0.0,0.9868462320727639,0.02536135497029357,0.9746386450297064,0.7093091880886561,meta-llama--Meta-Llama-3-8B,105217,61233,166450,0.9916251126464404,0.019184491978609608,0.9808155080213904,0.3709225959674292,0.26867192084366254,0.39975575695493903,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-3856924586/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.805871834490277,0.5,0.013153767927236094,0.02536135497029352,0.0,0.9998366893668447,0.0008818342151675207,0.9991181657848325,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1071786851,Meta-Llama-3-8B,,False,42,2612382143,ACSIncome,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.5623020063357973,0.6924662060678882,0.5925717501406865,0.7029498347852208,0.04816673146987423,0.5860301185678617
gemma-2-9b__ACSTravelTime__-1,0.5617427470766714,0.40154881714808527,0.5502653247941445,0.5000861409317647,0.0014510558999798473,0.9971015090506953,0.2432527059466246,0.017790986235971695,0.05130714721907009,0.001652892561983471,0.0,0.9996577739752663,0.0012492192379762734,0.9987507807620237,0.00016994416120417577,0.001652892561983471,0.0,0.6794573079515648,google--gemma-2-9b,82380,64285,146665,0.00024545733474244023,0.0010050251256281408,0.0,0.6111111111111112,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b_task-ACSTravelTime/google--gemma-2-9b_bench-437648163/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5762616845698221,0.5,0.9998300558387958,0.0016528925619834212,0.9983471074380166,0.0003422260247336082,0.0012492192379762648,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3552937485,gemma-2-9b,,False,42,233993660,ACSTravelTime,gemma-2-9b,Gemma 2 9B,False,-1,True,0.4073905109489051,0.5048580097501107,0.4376596238681217,0.5161422288889647,0.017120304732279015,0.4355362137747123
Meta-Llama-3-70B__ACSPublicCoverage__-1,0.6334765305853517,0.22344350499615684,0.6911389715257118,0.6200308146972651,0.12459486166007894,0.8024441833137487,0.22427044976088498,0.18163478966832927,,0.5076028084252758,0.20687061183550653,0.41332312855082276,0.45207735384392517,0.39670098521267233,0.346615242054647,0.5076028084252758,0.20687061183550653,0.640805330425846,meta-llama--Meta-Llama-3-70B,79858,33971,113829,0.41825896739846613,0.48580258775301055,0.24778954154372565,0.41860953581180427,0.22067578439259855,0.6163636363636363,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-70B_bench-3118385844/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6677864535387055,0.5,0.653384757945353,0.5076028084252758,0.41493641618497107,0.5866768714491772,0.4520773538439251,0.3566889454358049,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,1669762367,Meta-Llama-3-70B,,False,42,1163226111,ACSPublicCoverage,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.4378176889190105,0.5028156269491957,0.5310393756651295,0.7123931511302041,0.07258095014706398,0.46777522168169405
gemma-1.1-7b-it__ACSMobility__-1,0.7327922182497504,0.14653582003937804,0.827979689518991,0.5042355502947351,0.033271866814356454,0.9370234319629884,0.2572963497950774,0.25197640019698164,0.2376591629887323,0.09232096635030196,0.0,0.009770417104801962,0.035678222820599126,0.0,0.9817584823057278,0.09232096635030196,0.907679033649698,2.0400439616075827,google--gemma-1.1-7b-it,16446,45648,62094,0.9879859567752117,0.05157384987893465,0.9484261501210653,0.7368129360370346,0.14367734952233047,0.8313352853433512,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-1.1-7b-it_task-ACSMobility/google--gemma-1.1-7b-it_bench-2267685902/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5827796074175607,0.5,0.018241517694272163,0.09232096635030199,0.0,0.990229582895198,0.03567822282059907,0.9643217771794009,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1514972555,gemma-1.1-7b-it,,False,42,2387644647,ACSMobility,gemma-7b,Gemma 7B (it),True,-1,True,0.9975270847991836,0.6703224144039682,0.9990885568000392,0.6409475955808935,0.11203588109454822,0.9728026551135739
